area,name,from_region,to_region,transition_type,direction,rule,notes
bayou,Nox's Bayou Thick Pond Raft North Transition,Nox's Bayou Thick Pond Raft,Nox's Bayou Thick Plant,SCREENS,NORTH,,
bayou,Nox's Bayou Thick Plant South Transition,Nox's Bayou Thick Plant,Nox's Bayou Thick Pond Raft,SCREENS,SOUTH,,
bayou,Nox's Bayou Thick Plant North Transition,Nox's Bayou Thick Plant,Nox's Bayou Thick Plant Pond,SCREENS,NORTH,,
bayou,Nox's Bayou Thick Plant Pond South Transition,Nox's Bayou Thick Plant Pond,Nox's Bayou Thick Plant,SCREENS,SOUTH,,
bayou,Nox's Bayou Thick Plant Pond West Transition,Nox's Bayou Thick Plant Pond,Nox's Bayou Thick Thicket Path,SCREENS,WEST,,
bayou,Nox's Bayou Thick Plant Pond Burrow East,Nox's Bayou Thick Plant Pond,Nox's Bayou Thick Plant Pond Cave,BURROW,EAST,CanBurrow(),
bayou,Nox's Bayou Thick Plant Pond Cave Burrow West,Nox's Bayou Thick Plant Pond Cave,Nox's Bayou Thick Plant Pond,BURROW,WEST,CanBurrow(),
bayou,Nox's Bayou Thick Thicket Path East Transition,Nox's Bayou Thick Thicket Path,Nox's Bayou Thick Plant Pond,SCREENS,EAST,,
bayou,,Nox's Bayou Thick Thicket Path,Nox's Bayou Thick Thicket,INTERNAL,,CanBurrow(),
bayou,,Nox's Bayou Thick Thicket,Nox's Bayou Thick Thicket Path,INTERNAL,,CanBurrow(),
bayou,,Nox's Bayou Thick Thicket,Nox's Bayou Thick Thicket Wet,INTERNAL,,CanBurrow() & CanSwim(),
bayou,,Nox's Bayou Thick Thicket Wet,Nox's Bayou Thick Thicket,INTERNAL,,CanBurrow() & CanSwim(),
bayou,Nox's Bayou Thick Thicket Wet North Transition,Nox's Bayou Thick Thicket Wet,Nox's Bayou Twin Thicket,SCREENS,NORTH,,
bayou,Nox's Bayou Twin Thicket South Transition,Nox's Bayou Twin Thicket,Nox's Bayou Thick Thicket Wet,SCREENS,SOUTH,,
bayou,,Nox's Bayou Twin Thicket,Nox's Bayou Thicket Bridge East,SCREENS,NORTH,,
bayou,Nox's Bayou Thicket Bridge East South Transition,Nox's Bayou Thicket Bridge East,Nox's Bayou Twin Thicket,SCREENS,SOUTH,,
bayou,,Nox's Bayou Thicket Bridge East,Nox's Bayou Thicket Bridge West,INTERNAL,,CanBurrow(),
bayou,,Nox's Bayou Thicket Bridge West,Nox's Bayou Thicket Bridge East,INTERNAL,,CanBurrow(),
bayou,Nox's Bayou Thicket Bridge West South Transition,Nox's Bayou Thicket Bridge West,Nox's Bayou Canopy Bridge,SCREENS,SOUTH,,
bayou,,Nox's Bayou Canopy Bridge,Nox's Bayou Thicket Bridge West,SCREENS,NORTH,,
bayou, Nox's Bayou Canopy Bridge Hidden Cave,Nox's Bayou Canopy Bridge,Nox's Bayou Canopy Bridge Cave,DOORS,NORTH,,
bayou,,Nox's Bayou Canopy Bridge,Nox's Bayou Canopy Bridge Bottom,INTERNAL,,,
bayou,Nox's Bayou Canopy Bridge Cave Exit,Nox's Bayou Canopy Bridge Cave,Nox's Bayou Canopy Bridge,DOORS,SOUTH,,
bayou,,Nox's Bayou Canopy Bridge Bottom,Nox's Bayou Canopy Bridge,INTERNAL,,CanBurrow(),
bayou,Nox's Bayou Canopy Bridge Bottom South Transition,Nox's Bayou Canopy Bridge Bottom,Nox's Bayou Thick Pond Cliff,SCREENS,SOUTH,,
bayou,,Nox's Bayou Thick Pond Cliff,Nox's Bayou Thick Pond,INTERNAL,,CanClimb(),
bayou,Nox's Bayou Thick Pond Cliff North Transition,Nox's Bayou Thick Pond Cliff,Nox's Bayou Canopy Bridge Bottom,SCREENS,NORTH,,
bayou,Nox's Bayou Thick Pond Cliff East Transition,Nox's Bayou Thick Pond Cliff,Nox's Bayou Tainted Lair Cliff,SCREENS,EAST,,
bayou,Nox's Bayou Tainted Lair Cliff West Transition,Nox's Bayou Tainted Lair Cliff,Nox's Bayou Thick Pond Cliff,SCREENS,WEST,,
bayou,,Nox's Bayou Tainted Lair Cliff,Nox's Bayou Tainted Lair Low,INTERNAL,,CanClimb(),
bayou,Nox's Bayou Tainted Lair Lowest North Transition,Nox's Bayou Tainted Lair Low,Nox's Bayou Tainted Ambush Low,DO_NOT_RANDOMIZE_ENTRANCE,NORTH,,
bayou,Nox's Bayou Tainted Lair Ambush Low South Transition,Nox's Bayou Tainted Ambush Low,Nox's Bayou Tainted Lair Right Pump,DO_NOT_RANDOMIZE_ENTRANCE,SOUTH,,
bayou,,Nox's Bayou Tainted Lair Right Pump,Nox's Bayou Tainted Lair Left Pump,INTERNAL,,CanSwim(),
bayou,,Nox's Bayou Tainted Lair Left Pump,Nox's Bayou Tainted Lair Right Pump,INTERNAL,,CanSwim(),
bayou,,Nox's Bayou Tainted Lair Right Pump,Nox's Bayou Tainted Lair Full,INTERNAL,,CanSwim(),
bayou,,Nox's Bayou Tainted Lair Full,Nox's Bayou Tainted Ambush Full,DO_NOT_RANDOMIZE_ENTRANCE,NORTH,,
bayou,,Nox's Bayou Tainted Lair Left Pump,Nox's Bayou Tainted Lair Medium,INTERNAL,,,
bayou,Nox's Bayou Tainted Lair Medium North,Nox's Bayou Tainted Lair Medium,Nox's Bayou Tainted Ambush Medium,DO_NOT_RANDOMIZE_ENTRANCE,NORTH,,
bayou,,Nox's Bayou Tainted Ambush Medium,Nox's Bayou Tainted Tunnel,BURROW,NORTH,CanSwim(),
bayou,,Nox's Bayou Tainted Tunnel,Nox's Bayou Tainted Ambush Low,SCREENS,SOUTH,,
bayou,Nox's Bayou Tainted Tunnel Tunnel,Nox's Bayou Tainted Tunnel,Septemburg Crow Town Tunnel,DOORS,NORTH,,
bayou,Nox's Bayou Tainted Ambush Full South,Nox's Bayou Tainted Ambush Full,Nox's Bayou Tainted Lair Full Right,DO_NOT_RANDOMIZE_ENTRANCE,SOUTH,,
bayou,Nox's Bayou Tainted Lair Full Right North,Nox's Bayou Tainted Lair Full Right,Nox's Bayou Tainted Ambush Full,DO_NOT_RANDOMIZE_ENTRANCE,NORTH,,
bayou,,Nox's Bayou Tainted Lair Full Right,Nox's Bayou Tainted Lair Full Exit,INTERNAL,,,
bayou,Nox's Bayou Tainted Lair Full Exit South Transition,Nox's Bayou Tainted Lair Full Exit,Nox's Bayou Tainted Lair Grate Bridge,SCREENS,SOUTH,,
bayou,Nox's Bayou Tainted Lair Grate Bridge North Transition,Nox's Bayou Tainted Lair Grate Bridge,Nox's Bayou Tainted Lair Full Exit,SCREENS,NORTH,,
bayou,Nox's Bayou Tainted Lair Grate Bridge East Transition,Nox's Bayou Tainted Lair Grate Bridge,Nox's Bayou Tainted Lair Boats Cliff,SCREENS,EAST,,
bayou,Nox's Bayou Tainted Lair Boats Cliff West Transition,Nox's Bayou Tainted Lair Boats Cliff,Nox's Bayou Tainted Lair Grate Bridge,SCREENS,WEST,,
bayou,,Nox's Bayou Tainted Lair Boats Cliff,Nox's Bayou Tainted Lair Boats,INTERNAL,,CanSwim(),
bayou,Nox's Bayou Tainted Lair Boats East Transition,Nox's Bayou Tainted Lair Boats,Nox's Bayou Tainted Lair Arena,SCREENS,EAST,,
bayou,Nox's Bayou Tainted Lair Arena West Transition,Nox's Bayou Tainted Lair Arena,Nox's Bayou Tainted Lair Boats,SCREENS,WEST,,
bayou,Nox's Bayou Tainted Lair Arena East Transition,Nox's Bayou Tainted Lair Arena,Nox's Bayou Swampy Generator,SCREENS,EAST,,
bayou,Nox's Bayou Swampy Generator West Transition,Nox's Bayou Swampy Generator,Nox's Bayou Tainted Lair Arena,SCREENS,WEST,,
bayou,Nox's Bayou Swampy Generator South Transition,Nox's Bayou Swampy Generator,Nox's Bayou Waterfall Cliff,SCREENS,SOUTH,,
sandfalls,Sandfalls Mining Outlook,Sandfalls Mining Outlook,Southern Outskirts Four Flowers Sandfall,AREA_SCREENS,WEST,,
sandfalls,Sandfalls Mining Outlook Cave Stairs,Sandfalls Mining Outlook,Southern Outskirts Mining Passage Exit,STAIRS,NORTH,,
sandfalls,,Sandfalls Mining Outlook,Sandfalls Sifted Sands,SCREENS,SOUTH,,
sandfalls,Sandfalls Sifted Sands North Transition,Sandfalls Sifted Sands,Sandfalls Mining Outlook,SCREENS,NORTH,,
sandfalls,Sandfalls Sifted Sands South Burrow,Sandfalls Sifted Sands,Sandfalls Spike Squares,BURROW,SOUTH,CanBurrow(),
sandfalls, Sandfalls Sifted Sands East Moving Burrow,Sandfalls Sifted Sands,Sandfalls Sifted Sands Hidden Cave,BURROW,EAST,CanBurrow(),
sandfalls, Sandfalls Sifted Sands West Moving Burrow,Sandfalls Sifted Sands,Sandfalls Sifted Sands Hidden Cave,BURROW,WEST,CanBurrow(),
sandfalls,Sandfalls Sifted Sands Under Burrow East,Sandfalls Sifted Sands Hidden Cave,Sandfalls Sifted Sands,BURROW,EAST,CanBurrow(),
sandfalls,Sandfalls Sifted Sands Under Burrow West,Sandfalls Sifted Sands Hidden Cave,Sandfalls Sifted Sands,BURROW,WEST,CanBurrow(),
sandfalls,Sandfalls Spike Squares North Burrow,Sandfalls Spike Squares,Sandfalls Sifted Sands,BURROW,NORTH,CanBurrow(),
sandfalls,Sandfalls Spike Squares North Transition,Sandfalls Spike Squares,Sandfalls Sifted Sands Hidden Left Bomb,SCREENS,NORTH,,
sandfalls,Sandfalls Sifted Sands Hidden Left Bomb South Transition,Sandfalls Sifted Sands Hidden Left Bomb,Sandfalls Spike Squares,SCREENS,SOUTH,,
sandfalls,,Sandfalls Sifted Sands Hidden Left Bomb,Sandfalls Sifted Sands,INTERNAL,,CanCarry(),
sandfalls,,Sandfalls Sifted Sands,Sandfalls Sifted Sands Funnel,INTERNAL,,,
sandfalls,,Sandfalls Sifted Sands Funnel,Sandfalls Sifted Sands,INTERNAL,,CanClimb(),
sandfalls,Sandfalls Sifted Sands Funnel Geyser Down,Sandfalls Sifted Sands Funnel,Sandfalls Ring Dive Parlor,GEYSER_DOWN,OVERWORLD,CanBurrow(),
sandfalls,Sandfalls Ring Dive Parlor Geyser Up,Sandfalls Ring Dive Parlor,Sandfalls Sifted Sands Funnel,GEYSER_UP,OVERWORLD,CanBurrow(),
sandfalls,Sandfalls Sifted Sands Den Door,Sandfalls Sifted Sands,Sandfalls Miners Den Entrance,STAIRS,NORTH,HasVialsCount(count=3) & CanBurrow() & CanCarry(),
sandfalls,Sandfalls Miners Den Entrance Exit,Sandfalls Miners Den Entrance,Sandfalls Sifted Sands,STAIRS,NORTH,CanClimb(),
sandfalls,Sandfalls Sifted Sands Burrow West,Sandfalls Sifted Sands,Sandfalls Payload Passage Chest,BURROW,WEST,CanBurrow() & CanCarry(),
sandfalls,Sandfalls Payload Passage Chest East Burrow,Sandfalls Payload Passage Chest,Sandfalls Sifted Sands,BURROW,EAST,CanBurrow(),
sandfalls,Sandfalls Sifted Sands Payload West Burrow 1,Sandfalls Sifted Sands,Sandfalls Payload Passage,BURROW,WEST,CanBurrow(),
sandfalls,Sandfalls Sifted Sands Payload West Burrow 2,Sandfalls Sifted Sands,Sandfalls Payload Passage,BURROW,WEST,CanBurrow(),
sandfalls,Sandfalls Payload Passage East Burrow 1,Sandfalls Payload Passage,Sandfalls Sifted Sands,BURROW,EAST,CanBurrow(),
sandfalls,Sandfalls Payload Passage East Burrow 2,Sandfalls Payload Passage,Sandfalls Sifted Sands,BURROW,EAST,CanBurrow(),
sandfalls,,Sandfalls Payload Passage Chest,Sandfalls Payload Passage Bottom,INTERNAL,,CanJumpTiles(distance=5),
sandfalls,,Sandfalls Payload Passage Bottom,Sandfalls Payload Passage Chest,INTERNAL,,CanJumpTiles(distance=2),
sandfalls,Sandfalls Payload Passage Bottom Burrow West,Sandfalls Payload Passage Bottom,Sandfalls Sandwater Junction Top,BURROW,WEST,CanBurrow(),
sandfalls,Sandfalls Sandwater Junction Top Burrow East,Sandfalls Sandwater Junction Top,Sandfalls Payload Passage Bottom,BURROW,EAST,CanBurrow(),
sandfalls,Sandfalls Sandwater Junction Top South Rope,Sandfalls Sandwater Junction Top,Sandfalls Sandwater Junction,SCREENS,SOUTH,CanClimb(),
sandfalls,Sandfalls Sandwater Junction North Rope,Sandfalls Sandwater Junction,Sandfalls Sandwater Junction Top,SCREENS,NORTH,CanClimb(),
sandfalls,Sandfalls Sandwater Junction South Rope,Sandfalls Sandwater Junction,Loner's Landing Boardwalk Sandfalls Ledge,SCREENS,SOUTH,CanClimb(),
sandfalls,Sandfalls Sandwater Junction South Transition,Sandfalls Sandwater Junction,Loner's Landing Boardwalk Sandfalls Lake,SCREENS,SOUTH,,
sandfalls,Sandfalls Sifted Sands Shifty Cave,Sandfalls Sifted Sands,Sandfalls Shifty Seclusion,DOORS,NORTH,CanBurrow() & CanCarry(),
sandfalls,Sandfalls Shifty Seclusion Exit,Sandfalls Shifty Seclusion,Sandfalls Sifted Sands,DOORS,SOUTH,,
sandfalls,Sandfalls Sifted Sands Pachinko Cave,Sandfalls Sifted Sands,Sandfalls Pachinko ,DOORS,NORTH,"CanBurrow() & CanCarry() & Has(""Sandfall Cave Kear"")",
sandfalls,Sandfalls Pachinko Exit,Sandfalls Pachinko ,Sandfalls Sifted Sands,DOORS,SOUTH,,
sandfalls,Sandfalls Sifted Sands South Transition,Sandfalls Sifted Sands,Sandfalls Sandy Station,SCREENS,SOUTH,CanBurrow() & CanCarry(),
sandfalls,Sandfalls Sandy Station North Transition,Sandfalls Sandy Station,Sandfalls Sifted Sands,SCREENS,NORTH,,
sandfalls,Sandfalls Sandy Station Train,Sandfalls Sandy Station,Ossex Train Caboose,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,"Has(""TrainPass"") & Has(""BoneBeachTicket"")",
sandfalls,Sandfalls Bone Junction Plank West Area Transition,Sandfalls Bone Junction Plank,Mourner's Mile Spike Hell Sandfall,AREA_SCREENS,WEST,,
sandfalls,Sandfalls Bone Junction Plank South Transition,Sandfalls Bone Junction Plank,Sandfalls Bone Junction Stair,SCREENS,SOUTH,,
sandfalls, Sandfalls Bone Junction North Transition,Sandfalls Bone Junction Stair,Sandfalls Bone Junction Plank,SCREENS,NORTH,,
sandfalls,,Sandfalls Bone Junction Stair,Sandfalls Bone Junction,INTERNAL,,CanBurrow() & HasCompletedBoneGenerator() & CanCarry(),
sandfalls,,Sandfalls Bone Junction,Sandfalls Bone Junction Stair,INTERNAL,,CanBurrow() & HasCompletedBoneGenerator() & CanCarry(),
sandfalls,Sandfalls Bone Junction East Transition,Sandfalls Bone Junction,Bone Beach Worms Back Generator,SCREENS,EAST,,
sandfalls,Sandfalls Bone Junction Sands East Transition,Sandfalls Bone Junction Sands,Sandfalls Bone Junction,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
sandfalls,,Sandfalls Bone Junction Sands,Sandfalls Sifted Sands,INTERNAL,,,
sandfalls,Sandfalls Bone Junction West Transition,Sandfalls Bone Junction,Sandfalls Bone Junction Sands,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
sandfalls,Sandfalls Bone Junction Burrow East,Sandfalls Bone Junction,Bone Beach Bone Rush Mine,BURROW,EAST,CanBurrow() & HasCompletedBoneGenerator() & CanCarry(),
sandfalls,Sandfalls Miners Den Entrance East Transition,Sandfalls Miners Den Entrance,Sandfalls Miners Den Path,SCREENS,EAST,,
sandfalls,Sandfalls Miners Den Path West Transition,Sandfalls Miners Den Path,Sandfalls Miners Den Entrance,SCREENS,WEST,,
sandfalls,Sandfalls Miners Den Path South Transition,Sandfalls Miners Den Path,Sandfalls Miners Den,SCREENS,SOUTH,,
sandfalls,Sandfalls Miners Den North Transition,Sandfalls Miners Den,Sandfalls Miners Den Path,SCREENS,NORTH,,
sandfalls,Sandfalls Miners Den South Transition,Sandfalls Miners Den,Sandfalls Miners Den Outskirt,SCREENS,SOUTH,,
sandfalls,Sandfalls Miners Den Outskirt North Transition,Sandfalls Miners Den Outskirt,Sandfalls Miners Den,SCREENS,NORTH,,
sandfalls,Sandfalls Miners Den Outskirt Stairs,Sandfalls Miners Den Outskirt,Bone Beach Bone Rush Mine,STAIRS,NORTH,,
bone_beach,Bone Beach Bone Rush Mine Stairs,Bone Beach Bone Rush Mine,Sandfalls Miners Den Outskirt,STAIRS,NORTH,,
bone_beach,Bone Beach Bone Rush Mine East Transition,Bone Beach Bone Rush Mine,Bone Beach Bone Rush Drop,SCREENS,EAST,,
bone_beach,Bone Beach Bone Rush Drop West Transition,Bone Beach Bone Rush Drop,Bone Beach Bone Rush Mine,SCREENS,WEST,,
bone_beach,Bone Beach Bone Rush Drop South Transition,Bone Beach Bone Rush Drop,Bone Beach Bone Rush Bush ,SCREENS,SOUTH,,
bone_beach,Bone Beach Bone Rush Bush North Transition,Bone Beach Bone Rush Bush ,Bone Beach Bone Rush Drop,SCREENS,NORTH,,
bone_beach,,Bone Beach Bone Rush Bush ,Bone Beach Bone Rush Platforms,INTERNAL,,CanBurrow(),
bone_beach,,Bone Beach Bone Rush Platforms,Bone Beach Bone Rush Bush ,INTERNAL,,CanBurrow(),
bone_beach,Bone Beach Bone Rush Platforms South Transition,Bone Beach Bone Rush Platforms,Bone Beach Bone Rush Conveyor,SCREENS,SOUTH,,
bone_beach,Bone Beach Bone Rush Conveyor North Transition,Bone Beach Bone Rush Conveyor,Bone Beach Bone Rush Platforms,SCREENS,NORTH,,
bone_beach,Bone Beach Bone Rush Conveyor South Transition,Bone Beach Bone Rush Conveyor,Bone Beach Bone Rush Thin Conveyor,SCREENS,SOUTH,,
bone_beach,Bone Beach Bone Rush Thin ConveyorNorth Transition,Bone Beach Bone Rush Thin Conveyor,Bone Beach Bone Rush Conveyor Top,SCREENS,NORTH,CanClimb(),
bone_beach,Bone Beach Bone Rush Conveyor Top South Transition,Bone Beach Bone Rush Conveyor Top,Bone Beach Bone Rush Thin Conveyor,SCREENS,SOUTH,,
bone_beach,,Bone Beach Bone Rush Conveyor Top,Bone Beach Bone Rush Conveyor,INTERNAL,,,
bone_beach,Bone Beach Bone Rush Thin Conveyor South Transition,Bone Beach Bone Rush Thin Conveyor,Bone Beach Bone Rush Maze Conveyor,SCREENS,SOUTH,,
bone_beach,Bone Beach Bone Rush Maze Conveyor North Transition,Bone Beach Bone Rush Maze Conveyor,Bone Beach Bone Rush Thin Conveyor,SCREENS,NORTH,,
bone_beach,Bone Beach Bone Rush Maze Conveyor East Transition,Bone Beach Bone Rush Maze Conveyor,Bone Beach Worms Back Split,SCREENS,EAST,,
bone_beach,Bone Beach Bone Rush Maze Conveyor South Transition,Bone Beach Bone Rush Maze Conveyor,Bone Beach Aquatic,SCREENS,SOUTH,,
bone_beach,Bone Beach Worms Back Split West Transition,Bone Beach Worms Back Split,Bone Beach Bone Rush Maze Conveyor,SCREENS,WEST,,
bone_beach,Bone Beach Aquatic North Transition,Bone Beach Aquatic,Bone Beach Bone Rush Maze Conveyor,SCREENS,NORTH,,
bone_beach,Bone Beach Aquatic West Transition,Bone Beach Aquatic,Bone Beach Aquatic Conveyor,SCREENS,WEST,CanSwim(),
bone_beach,Bone Beach Aquatic East Transition,Bone Beach Aquatic,Bone Beach Mining Camp,SCREENS,EAST,CanSwim(),
bone_beach,Bone Beach Aquatic Conveyor East Transition,Bone Beach Aquatic Conveyor,Bone Beach Aquatic,SCREENS,EAST,,
bone_beach,Bone Beach Aquatic Tent Door,Bone Beach Aquatic,Bone Beach Brac's Tent,DOORS,NORTH,,
bone_beach,Bone Beach Brac's Tent Exit,Bone Beach Brac's Tent,Bone Beach Aquatic,DOORS,SOUTH,,
bone_beach,Bone Beach Mining Camp West Transition,Bone Beach Mining Camp,Bone Beach Aquatic,SCREENS,WEST,,
bone_beach,Bone Beach Mining Camp Burrow South,Bone Beach Mining Camp,Bone Beach Secret Shoals,BURROW,SOUTH,CanSwim(),
bone_beach,Bone Beach Secret Shoals Burrow North,Bone Beach Secret Shoals,Bone Beach Mining Camp,BURROW,NORTH,CanSwim(),
bone_beach,Bone Beach Mining Camp Bottom Calcified Cave,Bone Beach Mining Camp,Bone Beach Calcified Caves Bottom,DOORS,NORTH,,
bone_beach,Bone Beach Calcified Caves Bottom Exit,Bone Beach Calcified Caves Bottom,Bone Beach Mining Camp,DOORS,SOUTH,,
bone_beach,,Bone Beach Mining Camp,Bone Beach Mining Camp Ledge,INTERNAL,,CanClimb(),
bone_beach,,Bone Beach Mining Camp Ledge,Bone Beach Mining Camp,INTERNAL,,,
bone_beach,Bone Beach Mining Camp Ledge Calcified Cave,Bone Beach Mining Camp Ledge,Bone Beach Calcified Caves,DOORS,NORTH,,
bone_beach,Bone Beach Calcified Caves Exit,Bone Beach Calcified Caves,Bone Beach Mining Camp Ledge,DOORS,SOUTH,,
bone_beach,,Bone Beach Calcified Caves,Bone Beach Calcified Caves Bottom,INTERNAL,,,
bone_beach,Bone Beach Mining Camp Ledge Kear Door,Bone Beach Mining Camp Ledge,Bone Beach Calcified Ambush,DOORS,NORTH,,
bone_beach,Bone Beach Calcified Ambush Exit,Bone Beach Calcified Ambush,Bone Beach Mining Camp Ledge,DOORS,SOUTH,,
bone_beach,Bone Beach Calcified Ambush North Transition,Bone Beach Calcified Ambush,Bone Beach Calcified Cage,SCREENS,NORTH,,
bone_beach,Bone Beach Calcified Cage South Transition,Bone Beach Calcified Cage,Bone Beach Calcified Ambush,SCREENS,SOUTH,,
bone_beach,Bone Beach Mining Camp Ledge Cavern Cave,Bone Beach Mining Camp Ledge,Bone Beach Calcified Cavern,DOORS,NORTH,,
bone_beach,Bone Beach Calcified Cavern Exit,Bone Beach Calcified Cavern,Bone Beach Mining Camp Ledge,DOORS,SOUTH,,
bone_beach,,Bone Beach Calcified Cavern,Bone Beach Calcified Cavern End,INTERNAL,,CanBurrow(),
bone_beach,Bone Beach Calcified Cavern End Stair,Bone Beach Calcified Cavern End,Bone Beach Mining Camp Cliff,STAIRS,NORTH,,
bone_beach,Bone Beach Mining Camp Cliff Stairs,Bone Beach Mining Camp Cliff,Bone Beach Calcified Cavern End,STAIRS,NORTH,,
bone_beach,,Bone Beach Mining Camp Cliff,Bone Beach Mining Camp Ledge,INTERNAL,,CanClimb(),
bone_beach,,Bone Beach Mining Camp Cliff,Bone Beach Mining Camp Cliff Drop,INTERNAL,,,
bone_beach,Bone Beach Mining Camp Cliff Drop East Transition,Bone Beach Mining Camp Cliff Drop,Bone Beach Beached Creature Head,SCREENS,EAST,,
bone_beach,Bone Beach Beached Creature Head West Transition,Bone Beach Beached Creature Head,Bone Beach Mining Camp Cliff Drop,SCREENS,WEST,,
bone_beach,,Bone Beach Beached Creature Head,Bone Beach Beached Creature Mouth,INTERNAL,,CanBurrow(),
bone_beach,,Bone Beach Beached Creature Mouth,Bone Beach Beached Creature Head,INTERNAL,,CanBurrow(),
bone_beach,Bone Beach Beached Creature Mouth West Transition,Bone Beach Beached Creature Mouth,Bone Beach Mining Camp,SCREENS,WEST,,
bone_beach,Bone Beach Beached Creature Mouth Maw,Bone Beach Beached Creature Mouth,Bone Beach Dreadworms Maw,DOORS,NORTH,,
bone_beach,Bone Beach Beached Creature Mouth East Transition,Bone Beach Beached Creature Mouth,Bone Beach Submerged Handles,SCREENS,EAST,,
bone_beach,Bone Beach Submerged Handles West Transition,Bone Beach Submerged Handles,Bone Beach Beached Creature Mouth,SCREENS,WEST,,
bone_beach,Bone Beach Dreadworms Maw Exit,Bone Beach Dreadworms Maw,Bone Beach Beached Creature Mouth,DOORS,SOUTH,,
bone_beach,,Bone Beach Dreadworms Maw,Bone Beach Dreadworms Maw Back,INTERNAL,,CanBurrow(),
bone_beach,,Bone Beach Dreadworms Maw Back,Bone Beach Dreadworms Maw,INTERNAL,,CanBurrow(),
bone_beach,Bone Beach Dreadworms Maw Back North Transition,Bone Beach Dreadworms Maw Back,Bone Beach Pulsing Tract,SCREENS,NORTH,,
bone_beach,Bone Beach Pulsing Tract South Transition,Bone Beach Pulsing Tract,Bone Beach Dreadworms Maw Back,SCREENS,SOUTH,,
bone_beach,Bone Beach Pulsing Tract West Transition,Bone Beach Pulsing Tract,Bone Beach Pulsing Tract Moving,SCREENS,WEST,,
bone_beach,Bone Beach Pulsing Tract North Transition,Bone Beach Pulsing Tract,Bone Beach Pulsing Tract Secret,SCREENS,NORTH,,
bone_beach,Bone Beach Pulsing Tract Secret South Transition,Bone Beach Pulsing Tract Secret,Bone Beach Pulsing Tract,SCREENS,SOUTH,,
bone_beach,Bone Beach Pulsing Tract Moving East Transition,Bone Beach Pulsing Tract Moving,Bone Beach Pulsing Tract,SCREENS,EAST,,
bone_beach,,Bone Beach Pulsing Tract Moving,Bone Beach Pulsing Tract Moving Top,INTERNAL,,CanBurrow(),
bone_beach,,Bone Beach Pulsing Tract Moving Top,Bone Beach Pulsing Tract Moving,INTERNAL,,CanBurrow(),
bone_beach,Bone Beach Pulsing Tract Moving Top West Transition,Bone Beach Pulsing Tract Moving Top,Bone Beach Pulsing Gullet Top,SCREENS,WEST,,
bone_beach,Bone Beach Pulsing Gullet Top East Transition,Bone Beach Pulsing Gullet Top,Bone Beach Pulsing Tract Moving Top,SCREENS,EAST,,
bone_beach,,Bone Beach Pulsing Gullet Top,Bone Beach Pulsing Gullet ,INTERNAL,,CanBounce(),
bone_beach,,Bone Beach Pulsing Gullet ,Bone Beach Pulsing Gullet Top,INTERNAL,,CanBounce(),
bone_beach,Bone Beach Pulsing Gullet West Transition,Bone Beach Pulsing Gullet ,Bone Beach Pulsing Gullet Geyser,SCREENS,WEST,,
bone_beach,Bone Beach Pulsing Gullet Geyser East Transition,Bone Beach Pulsing Gullet Geyser,Bone Beach Pulsing Gullet ,SCREENS,EAST,,
bone_beach,Bone Beach Pulsing Gullet Geyser Geyser Up,Bone Beach Pulsing Gullet Geyser,Bone Beach Worms Back Conveyor,GEYSER_UP,OVERWORLD,CanBurrow(),
bone_beach,Bone Beach Worms Back Conveyor South Transition,Bone Beach Worms Back Conveyor,Bone Beach Worms Back Overlook,SCREENS,SOUTH,,
bone_beach,Bone Beach Worms Back Overlook North Transition,Bone Beach Worms Back Overlook,Bone Beach Worms Back Conveyor,SCREENS,NORTH,,
bone_beach,Bone Beach Worms Back Conveyor East Transition,Bone Beach Worms Back Conveyor,Bone Beach Worms Back Camp,SCREENS,EAST,,
bone_beach,Bone Beach Worms Back Camp West Transition,Bone Beach Worms Back Camp,Bone Beach Worms Back Conveyor,SCREENS,WEST,,
bone_beach,Bone Beach Worms Back Camp South Transition,Bone Beach Worms Back Camp,Bone Beach Worms Back Mining Overlook,SCREENS,SOUTH,,
bone_beach,Bone Beach Worms Back Mining Overlook North Transition,Bone Beach Worms Back Mining Overlook,Bone Beach Worms Back Camp,SCREENS,NORTH,,
bone_beach,,Bone Beach Worms Back Camp,Bone Beach Worms Back Camp Bounce,INTERNAL,,CanBounce(),
bone_beach,Bone Beach Worms Back Camp Bounce West Transition,Bone Beach Worms Back Camp Bounce,Bone Beach Worms Back Chest,SCREENS,WEST,,
bone_beach,Bone Beach Worms Back Chest East Transition,Bone Beach Worms Back Chest,Bone Beach Worms Back Camp Bounce,SCREENS,EAST,,
bone_beach,,Bone Beach Worms Back Chest,Bone Beach Worms Back Conveyor,INTERNAL,,,
bone_beach,Bone Beach Worms Back Camp Burrow South,Bone Beach Worms Back Camp,Bone Beach Worms Back Mining Ledge,BURROW,SOUTH,CanBurrow(),
bone_beach,Bone Beach Worms Back Mining Ledge Burrow North,Bone Beach Worms Back Mining Ledge,Bone Beach Worms Back Camp,BURROW,NORTH,CanBurrow(),
bone_beach,Bone Beach Worms Back Mining Ledge Rope South,Bone Beach Worms Back Mining Ledge,Bone Beach Aquatic,SCREENS,SOUTH,CanClimb(),
